xPos,yPos,Distance,Velocity,Tilt Angle,Angular Velocity,Time,time stamp
-7.765646,-3.504974,32.15262,1.10182,0.1968319,10.70189,22.41,19-06-2021 16:07:09
-7.755496,-3.500736,32.14211,1.102266,0.1701742,23.66377,22.42,19-06-2021 16:07:09
-7.745162,-3.49644,32.1314,1.119934,0.3626169,30.2288,22.43,19-06-2021 16:07:09
-7.735104,-3.492303,32.12102,1.088771,0.3774237,17.4499,22.44,19-06-2021 16:07:09
-7.724823,-3.488141,32.11045,1.108573,0.4622481,9.70661,22.45,19-06-2021 16:07:09
-7.714573,-3.484049,32.09995,1.103511,0.5439265,8.359242,22.46,19-06-2021 16:07:09
-7.704444,-3.480046,32.08959,1.089223,0.4135417,13.5544,22.47,19-06-2021 16:07:09
-7.694114,-3.47599,32.07905,1.107938,0.4130683,1.868589,22.48,19-06-2021 16:07:09
-7.683806,-3.471941,32.06853,1.110097,0.4702222,12.48362,22.49,19-06-2021 16:07:09
-7.673728,-3.467966,32.05824,1.082506,0.3626169,10.3571,22.5,19-06-2021 16:07:09
-7.663631,-3.463949,32.0479,1.088686,0.1735894,20.3191,22.51,19-06-2021 16:07:09
-7.653336,-3.45982,32.03734,1.108555,0.05595291,17.18468,22.52,19-06-2021 16:07:09
-7.643036,-3.45567,32.02676,1.109461,-0.07401875,29.16979,22.53,19-06-2021 16:07:09
-7.632905,-3.451568,32.01635,1.089038,-0.315279,25.62669,22.54,19-06-2021 16:07:09
-7.622774,-3.447428,32.00591,1.096965,-0.4801054,17.12376,22.55,19-06-2021 16:07:09
-7.612611,-3.44323,31.99541,1.100582,-0.5507192,8.818475,22.56,19-06-2021 16:07:09
-7.602396,-3.438992,31.98484,1.106435,-0.6016592,19.13472,22.57,19-06-2021 16:07:09
-7.592162,-3.434738,31.97425,1.107647,-0.4885893,21.89835,22.58,19-06-2021 16:07:09
-7.582297,-3.430619,31.96403,1.070202,-0.6549156,25.47426,22.59,19-06-2021 16:07:09
-7.572242,-3.426399,31.95361,1.089768,-0.7712635,33.82442,22.6,19-06-2021 16:07:09
-7.562351,-3.422218,31.94333,1.072817,-1.003662,32.32072,22.61,19-06-2021 16:07:09
-7.552354,-3.417941,31.93291,1.088158,-1.093785,30.48495,22.62,19-06-2021 16:07:09
-7.542388,-3.413623,31.92248,1.08575,-1.189761,18.77072,22.63,19-06-2021 16:07:09
-7.532251,-3.409164,31.91184,1.107676,-1.041362,22.00646,22.64,19-06-2021 16:07:09
-7.522223,-3.404699,31.90127,1.099019,-0.8357967,21.42706,22.65,19-06-2021 16:07:09
-7.512374,-3.400263,31.89087,1.081086,-0.7364823,9.215447,22.66,19-06-2021 16:07:09
-7.502066,-3.395578,31.87994,1.131528,-0.3071049,43.78004,22.67,19-06-2021 16:07:09
-7.492082,-3.391023,31.86936,1.097932,0.01978234,36.64572,22.68,19-06-2021 16:07:09
-7.482104,-3.386478,31.85878,1.09709,0.5132,51.52256,22.69,19-06-2021 16:07:09
-7.472336,-3.382062,31.84845,1.073193,0.8273254,32.64358,22.7,19-06-2021 16:07:09
-7.462482,-3.377663,31.83806,1.0781,1.075928,25.65428,22.71,19-06-2021 16:07:09
-7.452663,-3.373335,31.82775,1.073616,1.162979,8.971596,22.72,19-06-2021 16:07:09
-7.443105,-3.369164,31.81773,1.042001,0.953881,21.76866,22.73,19-06-2021 16:07:09
-7.433219,-3.364875,31.8074,1.076581,0.8632076,11.88737,22.74,19-06-2021 16:07:09
-7.423433,-3.360636,31.79716,1.0657,0.66998,18.80382,22.75,19-06-2021 16:07:09
-7.413459,-3.356306,31.78673,1.0873,0.7214502,6.300446,22.76,19-06-2021 16:07:09
-7.40403,-3.352198,31.77686,1.030876,0.4356619,29.91622,22.77,19-06-2021 16:07:09
-7.394332,-3.347951,31.76669,1.058891,0.2422834,23.66689,22.78,19-06-2021 16:07:09
-7.384649,-3.343694,31.75653,1.055574,-0.05233916,30.64729,22.79,19-06-2021 16:07:09
-7.374941,-3.339411,31.74633,1.060006,-0.3483046,34.87342,22.8,19-06-2021 16:07:09
-7.365259,-3.335122,31.73615,1.058741,-0.5712977,34.15254,22.81,19-06-2021 16:07:09
-7.355386,-3.330727,31.72575,1.07891,-0.5901666,24.96671,22.82,19-06-2021 16:07:09
-7.345829,-3.32644,31.71567,1.049385,-0.6667597,17.57661,22.83,19-06-2021 16:07:09
-7.33619,-3.322057,31.70546,1.060596,-0.6918207,3.875841,22.84,19-06-2021 16:07:09
-7.326483,-3.317583,31.69514,1.067673,-0.5435666,15.69358,22.85,19-06-2021 16:07:09
-7.31688,-3.313124,31.68491,1.058694,-0.2811602,27.42986,22.86,19-06-2021 16:07:09
-7.307679,-3.308836,31.6751,1.018135,-0.2846186,3.751684,22.87,19-06-2021 16:07:09
-7.297911,-3.304292,31.66469,1.074874,-0.1297215,19.58996,22.88,19-06-2021 16:07:09
-7.288676,-3.300001,31.65486,1.017601,-0.2065338,21.34865,22.89,19-06-2021 16:07:09
-7.279252,-3.295628,31.64482,1.039024,-0.1101434,17.19075,22.9,19-06-2021 16:07:09
-7.269939,-3.291286,31.63489,1.028322,-0.05934703,22.01428,22.91,19-06-2021 16:07:09
-7.260546,-3.286878,31.62486,1.036199,0.1186941,32.75477,22.92,19-06-2021 16:07:09
-7.251429,-3.282545,31.61508,1.010881,0.1297215,22.14686,22.93,19-06-2021 16:07:09
-7.242309,-3.278141,31.60526,1.013111,-0.01978234,29.39865,22.94,19-06-2021 16:07:09
-7.233113,-3.273643,31.59532,1.021453,-0.1570175,17.28961,22.95,19-06-2021 16:07:09
-7.2239,-3.269083,31.58533,1.029011,-0.1887116,18.5776,22.96,19-06-2021 16:07:09
-7.214525,-3.264408,31.57514,1.046237,-0.1758294,6.054324,22.97,19-06-2021 16:07:09
-7.205355,-3.259812,31.56516,1.025957,-0.2220564,8.603874,22.98,19-06-2021 16:07:09
-7.19616,-3.255192,31.55514,1.029855,-0.1570175,6.731602,22.99,19-06-2021 16:07:09
-7.18704,-3.25062,31.54521,1.020494,-0.1855749,6.614708,23,19-06-2021 16:07:09
-7.178,-3.246104,31.53538,1.009877,-0.3363003,19.62776,23.01,19-06-2021 16:07:09
-7.168727,-3.241486,31.52531,1.034991,-0.2406627,16.32676,23.02,19-06-2021 16:07:09
-7.159605,-3.236936,31.51539,1.019994,-0.1845175,5.457187,23.03,19-06-2021 16:07:09
-7.150473,-3.232368,31.50546,1.021987,-0.1701742,8.350898,23.04,19-06-2021 16:07:09
-7.141063,-3.227651,31.49522,1.050719,0.07661668,27.86893,23.05,19-06-2021 16:07:09
-7.132055,-3.223143,31.48542,1.01081,0.1046783,12.48473,23.06,19-06-2021 16:07:09
-7.122706,-3.218477,31.47526,1.043156,0.2065338,10.90141,23.07,19-06-2021 16:07:09
-7.113617,-3.213957,31.46539,1.014284,0.1887116,12.53074,23.08,19-06-2021 16:07:09
-7.104519,-3.209442,31.45551,1.015366,0.1678588,1.818175,23.09,19-06-2021 16:07:09
-7.095359,-3.204891,31.44557,1.025234,0.2158,13.13957,23.1,19-06-2021 16:07:09
-7.08606,-3.200268,31.43547,1.039212,0.3403488,25.52234,23.11,19-06-2021 16:07:09
-7.076701,-3.195631,31.42533,1.044077,0.5166202,36.41051,23.12,19-06-2021 16:07:09
-7.067535,-3.191127,31.41541,1.021213,0.6032831,46.38489,23.13,19-06-2021 16:07:09
-7.058349,-3.186684,31.40552,1.020294,0.6734757,58.83718,23.14,19-06-2021 16:07:09
-7.04934,-3.182423,31.39587,0.9977276,0.5047422,62.39811,23.15,19-06-2021 16:07:09
-7.0402,-3.178235,31.38618,1.003033,0.3432113,49.10471,23.16,19-06-2021 16:07:09
-7.030972,-3.17415,31.37649,1.011333,0.2853053,35.05199,23.17,19-06-2021 16:07:09
-7.021589,-3.170118,31.36671,1.019167,0.3077414,38.4155,23.18,19-06-2021 16:07:09
-7.012276,-3.166209,31.35706,1.010563,0.3642322,46.47277,23.19,19-06-2021 16:07:09
-7.002898,-3.162353,31.3474,1.014762,0.4242849,59.00607,23.2,19-06-2021 16:07:10
-6.993306,-3.158489,31.33757,1.03193,0.6769533,63.8375,23.21,19-06-2021 16:07:10
-6.984018,-3.154843,31.32812,0.999598,0.7359507,56.22079,23.22,19-06-2021 16:07:10
-6.974595,-3.151252,31.31859,1.007063,0.8115651,43.76649,23.23,19-06-2021 16:07:10
-6.96496,-3.147702,31.30893,1.026835,0.9433607,57.68213,23.24,19-06-2021 16:07:10
-6.955295,-3.144253,31.29931,1.026473,1.136944,65.09486,23.25,19-06-2021 16:07:10
-6.945716,-3.140944,31.28986,1.013273,1.260985,76.40374,23.26,19-06-2021 16:07:10
-6.935922,-3.137685,31.28026,1.032072,1.558716,75.73568,23.27,19-06-2021 16:07:10
-6.926606,-3.134759,31.27125,0.9780949,1.516977,72.17961,23.28,19-06-2021 16:07:10
-6.916845,-3.131952,31.26197,1.013896,1.69362,66.58775,23.29,19-06-2021 16:07:10
-6.907434,-3.129435,31.25315,0.9744638,1.704447,57.29041,23.3,19-06-2021 16:07:10
-6.89783,-3.127028,31.24426,0.9916859,1.630509,60.34094,23.31,19-06-2021 16:07:10
-6.887935,-3.124642,31.23515,1.015124,1.679463,63.38245,23.32,19-06-2021 16:07:10
-6.878071,-3.122337,31.22612,1.013425,1.759252,51.41572,23.33,19-06-2021 16:07:10
-6.868186,-3.120062,31.2171,1.013865,1.911824,45.71112,23.34,19-06-2021 16:07:10
-6.858388,-3.117843,31.20818,1.004107,2.03211,32.21588,23.35,19-06-2021 16:07:10
-6.848761,-3.115704,31.19944,0.9869649,1.978629,34.69193,23.36,19-06-2021 16:07:10
-6.838866,-3.113542,31.19048,1.010562,2.110349,38.29301,23.37,19-06-2021 16:07:10
-6.829149,-3.111475,31.18172,0.9950688,2.234583,25.27099,23.38,19-06-2021 16:07:10
-6.819509,-3.109452,31.17305,0.9858655,2.169162,23.02159,23.39,19-06-2021 16:07:10
-6.809614,-3.107405,31.16417,1.008219,2.147489,21.80672,23.4,19-06-2021 16:07:10
-6.799834,-3.105417,31.15542,0.997918,2.040568,32.66375,23.41,19-06-2021 16:07:10
-6.789966,-3.103465,31.14662,1.007311,1.940276,35.45072,23.42,19-06-2021 16:07:10
-6.780297,-3.101602,31.13803,0.9831741,1.702839,32.55262,23.43,19-06-2021 16:07:10
-6.770566,-3.099779,31.12942,0.9903333,1.525724,19.85855,23.44,19-06-2021 16:07:10
-6.760608,-3.097933,31.12063,1.013142,1.436268,9.495564,23.45,19-06-2021 16:07:10
-6.750803,-3.096109,31.11196,0.9973768,1.211923,24.76589,23.46,19-06-2021 16:07:10
-6.740674,-3.09419,31.10299,1.029846,1.256476,11.58971,23.47,19-06-2021 16:07:10
-6.731176,-3.092346,31.09455,0.9692869,0.9416999,34.30747,23.48,19-06-2021 16:07:10
-6.721395,-3.090389,31.08582,0.9949471,0.6878495,23.41464,23.49,19-06-2021 16:07:10
-6.711648,-3.0884,31.0771,0.9986184,0.5066768,21.69236,23.5,19-06-2021 16:07:10
-6.70183,-3.086371,31.0683,0.9999626,0.3256589,23.47725,23.51,19-06-2021 16:07:10
-6.692076,-3.084342,31.05954,0.9971872,0.1412742,22.30667,23.52,19-06-2021 16:07:10
-6.682339,-3.082298,31.05079,0.9950757,-0.06852804,31.45867,23.53,19-06-2021 16:07:10
-6.672497,-3.080219,31.04194,1.004963,-0.1467098,28.30336,23.54,19-06-2021 16:07:10
-6.66279,-3.07815,31.0332,0.993446,-0.2517883,41.54959,23.55,19-06-2021 16:07:10
-6.653157,-3.076065,31.02451,0.9850841,-0.3891652,30.20596,23.56,19-06-2021 16:07:10
-6.643435,-3.073908,31.0157,0.9965288,-0.429328,17.84325,23.57,19-06-2021 16:07:10
-6.633931,-3.071742,31.00706,0.9749022,-0.5668277,32.66545,23.58,19-06-2021 16:07:10
-6.624496,-3.069531,30.99843,0.968636,-0.7945082,32.0323,23.59,19-06-2021 16:07:10
-6.614916,-3.067235,30.98965,0.9843261,-0.840466,24.26023,23.6,19-06-2021 16:07:10
-6.605423,-3.064918,30.98091,0.978682,-0.7730374,28.01023,23.61,19-06-2021 16:07:10
-6.596367,-3.062671,30.97256,0.93432,-1.014907,37.46928,23.62,19-06-2021 16:07:10
-6.586745,-3.060245,30.96366,0.9905126,-0.9181321,29.50663,23.63,19-06-2021 16:07:10
-6.577441,-3.057862,30.95502,0.9618642,-0.9046055,40.16731,23.64,19-06-2021 16:07:10
-6.568196,-3.055462,30.94643,0.9562914,-1.017218,40.65722,23.65,19-06-2021 16:07:10
-6.559048,-3.053035,30.93789,0.9428696,-1.223653,32.12935,23.66,19-06-2021 16:07:10
-6.549737,-3.050488,30.92915,0.9662234,-1.169188,25.88108,23.67,19-06-2021 16:07:10
-6.540501,-3.047901,30.92044,0.962531,-1.09593,37.64642,23.68,19-06-2021 16:07:10
-6.531244,-3.045266,30.91168,0.9612911,-1.026029,48.99813,23.69,19-06-2021 16:07:10
-6.521985,-3.042582,30.90289,0.9620093,-0.9410763,39.7905,23.7,19-06-2021 16:07:10
-6.512858,-3.039863,30.89419,0.9527589,-0.9414921,44.83409,23.71,19-06-2021 16:07:10
-6.503501,-3.036988,30.8852,0.9763134,-0.7760689,53.0349,23.72,19-06-2021 16:07:10
-6.49453,-3.034132,30.87652,0.9421248,-0.7525149,41.19397,23.73,19-06-2021 16:07:10
-6.485535,-3.031176,30.86776,0.948883,-0.7338206,45.66829,23.74,19-06-2021 16:07:10
-6.476262,-3.028037,30.85866,0.9765757,-0.4905876,52.58825,23.75,19-06-2021 16:07:10
-6.466932,-3.024779,30.84945,0.9890152,-0.01978234,64.74585,23.76,19-06-2021 16:07:10
-6.457833,-3.02152,30.84041,0.966883,0.5395923,70.7178,23.77,19-06-2021 16:07:10
-6.44911,-3.018306,30.83169,0.9308075,0.8223435,52.08898,23.78,19-06-2021 16:07:10
-6.440346,-3.014947,30.82285,0.9385686,1.00736,53.59893,23.79,19-06-2021 16:07:10
-6.431797,-3.011537,30.81413,0.919767,0.9507989,52.6641,23.8,19-06-2021 16:07:10
-6.423216,-3.007976,30.80529,0.927785,0.8497278,63.14568,23.81,19-06-2021 16:07:10
-6.414912,-3.00441,30.79667,0.9026536,0.6510199,55.41931,23.82,19-06-2021 16:07:10
-6.406414,-3.000653,30.78776,0.931286,0.5993783,48.08117,23.83,19-06-2021 16:07:10
-6.397959,-2.996832,30.77885,0.9281996,0.5485832,34.63029,23.84,19-06-2021 16:07:10
-6.389625,-2.993006,30.77003,0.9190318,0.3256589,42.03362,23.85,19-06-2021 16:07:10
-6.381164,-2.989109,30.76107,0.9284797,0.05934703,52.8852,23.86,19-06-2021 16:07:10
-6.37258,-2.98514,30.75196,0.9455347,0.04845664,46.79581,23.87,19-06-2021 16:07:10
-6.364143,-2.98119,30.74298,0.9320508,0.05233916,49.67502,23.88,19-06-2021 16:07:10
-6.355961,-2.977303,30.73424,0.9078568,-0.1701742,56.20079,23.89,19-06-2021 16:07:10
-6.347493,-2.973202,30.72514,0.938953,-0.1493534,50.78647,23.9,19-06-2021 16:07:10
-6.339219,-2.969107,30.71619,0.9250599,-0.1631294,63.14397,23.91,19-06-2021 16:07:10
-6.33109,-2.964995,30.70734,0.9100179,-0.2298502,50.34711,23.92,19-06-2021 16:07:10
-6.322726,-2.960646,30.69816,0.9429257,-0.01978234,53.18172,23.93,19-06-2021 16:07:10
-6.314574,-2.956302,30.68914,0.9249886,0.2264194,59.06524,23.94,19-06-2021 16:07:10
-6.306578,-2.951939,30.68023,0.9102684,0.3286494,49.81809,23.95,19-06-2021 16:07:10
-6.298795,-2.947574,30.67148,0.8934463,0.2211734,51.34851,23.96,19-06-2021 16:07:10
-6.290952,-2.943065,30.66259,0.9039042,0.1153499,63.89482,23.97,19-06-2021 16:07:10
-6.283389,-2.938613,30.65395,0.8755512,-0.09891172,54.07669,23.98,19-06-2021 16:07:10
-6.275643,-2.933945,30.64503,0.9071917,-0.08392937,40.67594,23.99,19-06-2021 16:07:10
-6.267924,-2.92919,30.63607,0.9076142,-0.05233916,28.12784,24,19-06-2021 16:07:10
-6.26025,-2.924384,30.62712,0.904456,-0.01978234,26.18613,24.01,19-06-2021 16:07:10
-6.252863,-2.919703,30.61846,0.8770226,-0.2046302,32.83495,24.02,19-06-2021 16:07:10
-6.245138,-2.91477,30.60939,0.912599,-0.1519511,26.7537,24.03,19-06-2021 16:07:10
-6.237504,-2.909874,30.6004,0.909855,-0.05595291,38.59415,24.04,19-06-2021 16:07:10
-6.229907,-2.904984,30.59145,0.9006938,-0.04423466,50.71742,24.05,19-06-2021 16:07:10
-6.222212,-2.900003,30.58237,0.9162665,0.1008706,61.20676,24.06,19-06-2021 16:07:10
-6.214737,-2.895098,30.5735,0.8925466,0.1065312,50.91367,24.07,19-06-2021 16:07:10
-6.207403,-2.890181,30.56473,0.8843662,0.06255726,60.53811,24.08,19-06-2021 16:07:10
-6.200161,-2.885185,30.55598,0.880619,0,74.17603,24.09,19-06-2021 16:07:10
-6.192827,-2.879979,30.54703,0.8981384,0.03956468,63.36007,24.1,19-06-2021 16:07:10
-6.185669,-2.874757,30.53819,0.8861819,0.08622923,52.19429,24.11,19-06-2021 16:07:10
-6.178774,-2.869574,30.52958,0.8631114,-0.04845664,60.35769,24.12,19-06-2021 16:07:10
-6.171902,-2.864262,30.52091,0.8680981,-0.1968319,53.60416,24.13,19-06-2021 16:07:10
-6.165023,-2.858842,30.51216,0.8748839,-0.2148914,44.76985,24.14,19-06-2021 16:07:10
-6.15826,-2.85342,30.5035,0.867995,-0.2281412,43.77381,24.15,19-06-2021 16:07:10
-6.151637,-2.848019,30.49495,0.8556994,-0.4005627,51.64192,24.16,19-06-2021 16:07:10
-6.144672,-2.842267,30.48592,0.901333,-0.276953,49.01365,24.17,19-06-2021 16:07:10
-6.138196,-2.836856,30.47748,0.8447077,-0.3841043,39.85529,24.18,19-06-2021 16:07:10
-6.13161,-2.831318,30.46888,0.8613095,-0.4177785,25.20397,24.19,19-06-2021 16:07:10
-6.125014,-2.825714,30.46022,0.8659562,-0.3800071,33.13934,24.2,19-06-2021 16:07:10
-6.118409,-2.820058,30.45153,0.8703471,-0.3045456,45.18591,24.21,19-06-2021 16:07:11
-6.111879,-2.81442,30.4429,0.8612751,-0.358274,46.6132,24.22,19-06-2021 16:07:11
-6.105235,-2.808614,30.43408,0.8801306,-0.272681,41.44728,24.23,19-06-2021 16:07:11
-6.098935,-2.803006,30.42564,0.8447838,-0.4467493,45.00933,24.24,19-06-2021 16:07:11
-6.092396,-2.79707,30.41682,0.8818362,-0.403483,36.23853,24.25,19-06-2021 16:07:11
-6.085874,-2.79105,30.40795,0.8876606,-0.191797,42.83563,24.26,19-06-2021 16:07:11
-6.079454,-2.785023,30.39915,0.8819339,0.1907741,51.54338,24.27,19-06-2021 16:07:11
-6.073246,-2.779094,30.39058,0.8600249,0.4889896,53.83839,24.28,19-06-2021 16:07:11
-6.067309,-2.773318,30.38231,0.8271692,0.5706123,43.83092,24.29,19-06-2021 16:07:11
-6.061394,-2.767448,30.374,0.8335534,0.5082192,45.18771,24.3,19-06-2021 16:07:11
-6.055308,-2.761322,30.36539,0.8626589,0.5078341,38.69078,24.31,19-06-2021 16:07:11
-6.049343,-2.755222,30.35689,0.8524879,0.4361108,49.41596,24.32,19-06-2021 16:07:11
-6.04339,-2.749037,30.34835,0.8585863,0.386643,39.48853,24.33,19-06-2021 16:07:11
-6.03749,-2.742834,30.33983,0.8564081,0.3146578,28.46037,24.34,19-06-2021 16:07:11
-6.031706,-2.736688,30.33144,0.8476184,0.09065409,36.60085,24.35,19-06-2021 16:07:11
-6.025744,-2.730315,30.32277,0.8702067,0,33.32248,24.36,19-06-2021 16:07:11
-6.019874,-2.724003,30.3142,0.8618135,-0.05233916,38.39987,24.37,19-06-2021 16:07:11
-6.013901,-2.717537,30.30546,0.8803048,0.0656106,36.13415,24.38,19-06-2021 16:07:11
-6.008261,-2.711353,30.29715,0.8387557,-0.1153499,39.58369,24.39,19-06-2021 16:07:11
-6.002345,-2.704786,30.28839,0.8823869,-0.08392937,27.92738,24.4,19-06-2021 16:07:11
-5.996493,-2.698212,30.27967,0.8799996,0.05934703,27.00087,24.41,19-06-2021 16:07:11
-5.990694,-2.691622,30.27098,0.8783637,0.3268584,33.05945,24.42,19-06-2021 16:07:11
-5.98491,-2.684988,30.26227,0.8826641,0.6342734,42.62161,24.43,19-06-2021 16:07:11
-5.979333,-2.678516,30.25382,0.851372,0.7246976,27.30094,24.44,19-06-2021 16:07:11
-5.973775,-2.672007,30.24537,0.8580157,0.7512136,27.66069,24.45,19-06-2021 16:07:11
-5.968286,-2.665499,30.23697,0.8481259,0.6023093,26.75848,24.46,19-06-2021 16:07:11
-5.962854,-2.658988,30.22861,0.8481465,0.4622481,38.13874,24.47,19-06-2021 16:07:11
-5.957367,-2.652355,30.22012,0.8581743,0.450674,34.36641,24.48,19-06-2021 16:07:11
-5.952122,-2.645938,30.21197,0.8315108,0.3533245,26.93115,24.49,19-06-2021 16:07:11
-5.946722,-2.63924,30.20351,0.8614693,0.3722032,12.17505,24.5,19-06-2021 16:07:11
-5.941383,-2.632571,30.19511,0.8549711,0.3368816,6.715697,24.51,19-06-2021 16:07:11
-5.936152,-2.626019,30.18688,0.8380639,0.1758294,16.32916,24.52,19-06-2021 16:07:11
-5.930835,-2.619374,30.17852,0.8511869,0.0656106,21.47177,24.53,19-06-2021 16:07:11
-5.925533,-2.612786,30.17021,0.8476818,-0.03426402,12.36283,24.54,19-06-2021 16:07:11
-5.920156,-2.606172,30.16182,0.8514662,-0.1467098,21.58667,24.55,19-06-2021 16:07:11
-5.914587,-2.599383,30.15318,0.8782792,0,23.90615,24.56,19-06-2021 16:07:11
-5.909095,-2.592743,30.14469,0.864603,0.1251145,13.55978,24.57,19-06-2021 16:07:11
-5.903636,-2.58619,30.13628,0.8528742,0.2102893,11.35138,24.58,19-06-2021 16:07:11
-5.898136,-2.579616,30.12783,0.8563308,0.3262592,18.86428,24.59,19-06-2021 16:07:11
-5.892797,-2.573231,30.11962,0.8330678,0.2102893,20.14731,24.6,19-06-2021 16:07:11
-5.887264,-2.566573,30.11109,0.8654839,0.2074791,28.80998,24.61,19-06-2021 16:07:11
-5.8818,-2.559946,30.10263,0.856495,0.1312212,31.12141,24.62,19-06-2021 16:07:11
-5.876442,-2.553375,30.09429,0.8481848,-0.1083524,38.75245,24.63,19-06-2021 16:07:11
-5.870915,-2.546501,30.08562,0.8790106,-0.1186941,29.78247,24.64,19-06-2021 16:07:11
-5.865434,-2.539601,30.07697,0.8822036,0.07661668,34.50809,24.65,19-06-2021 16:07:11
-5.860124,-2.532842,30.06854,0.8612566,0.2712421,40.45881,24.66,19-06-2021 16:07:11
-5.854786,-2.525952,30.06001,0.8707486,0.5388666,51.6137,24.67,19-06-2021 16:07:11
-5.849736,-2.51929,30.05184,0.8352229,0.6036074,39.00075,24.68,19-06-2021 16:07:11
-5.844752,-2.51254,30.04367,0.8407226,0.5421248,40.57501,24.69,19-06-2021 16:07:11
-5.839748,-2.505614,30.03536,0.8519337,0.3851218,39.77687,24.7,19-06-2021 16:07:11
-5.834687,-2.498521,30.02691,0.8701482,0.3936644,31.22721,24.71,19-06-2021 16:07:11
-5.82976,-2.491536,30.01863,0.8558327,0.3165179,24.31633,24.72,19-06-2021 16:07:11
-5.824835,-2.484496,30.01031,0.8596063,0.2624426,10.91623,24.73,19-06-2021 16:07:11
-5.820031,-2.47759,30.00217,0.8426141,0,29.592,24.74,19-06-2021 16:07:11
-5.814977,-2.470341,29.99362,0.8817341,0,10.02074,24.75,19-06-2021 16:07:11
-5.810166,-2.463447,29.98549,0.8423523,-0.2315465,27.61252,24.76,19-06-2021 16:07:11
-5.805154,-2.45629,29.97703,0.8710717,-0.2712421,9.967059,24.77,19-06-2021 16:07:11
-5.800092,-2.44906,29.96849,0.8837002,-0.05934703,23.50871,24.78,19-06-2021 16:07:11
-5.795054,-2.441854,29.95998,0.8790265,0.2839303,37.40479,24.79,19-06-2021 16:07:11
-5.789936,-2.434512,29.95132,0.8971985,0.8782644,60.0477,24.8,19-06-2021 16:07:11
-5.78483,-2.427167,29.94267,0.8945144,1.607299,74.77476,24.81,19-06-2021 16:07:11
-5.779793,-2.419899,29.93412,0.8856952,2.433733,83.81834,24.82,19-06-2021 16:07:11
-5.774837,-2.412749,29.92571,0.8720708,3.22604,82.57421,24.83,19-06-2021 16:07:11
-5.77,-2.405792,29.91751,0.8480718,3.871257,72.07346,24.84,19-06-2021 16:07:11
-5.765143,-2.398586,29.90915,0.8697555,4.571447,83.45309,24.85,19-06-2021 16:07:11
-5.760514,-2.391504,29.90103,0.8474582,5.087965,72.30037,24.86,19-06-2021 16:07:11
-5.755943,-2.384052,29.89272,0.8748072,5.618136,80.10668,24.87,19-06-2021 16:07:11
-5.75161,-2.376306,29.88439,0.8873117,6.117954,89.67418,24.88,19-06-2021 16:07:11
-5.747601,-2.368251,29.87612,0.8997112,6.556371,96.63272,24.89,19-06-2021 16:07:11
-5.743909,-2.360042,29.86799,0.8998508,6.916762,104.1368,24.9,19-06-2021 16:07:11
-5.740593,-2.351807,29.86012,0.8867908,7.149212,111.8694,24.91,19-06-2021 16:07:11
-5.737443,-2.343319,29.85222,0.905089,7.386154,123.2852,24.92,19-06-2021 16:07:11
-5.734555,-2.334634,29.8444,0.9142059,7.571549,132.4606,24.93,19-06-2021 16:07:11
-5.731851,-2.325831,29.83664,0.9214434,7.744,143.1878,24.94,19-06-2021 16:07:11
-5.72966,-2.317065,29.82929,0.9027273,7.816051,145.9979,24.95,19-06-2021 16:07:11
-5.727699,-2.308104,29.82199,0.9161505,7.918842,152.7617,24.96,19-06-2021 16:07:11
-5.726138,-2.299292,29.8151,0.8928476,7.921717,151.2561,24.97,19-06-2021 16:07:11
-5.724809,-2.290363,29.80831,0.904052,8.012586,154.5371,24.98,19-06-2021 16:07:11
-5.723688,-2.281192,29.80152,0.9241087,8.166954,160.044,24.99,19-06-2021 16:07:11
-5.722834,-2.27192,29.79487,0.9306484,8.34179,163.836,25,19-06-2021 16:07:11
-5.722331,-2.262879,29.78864,0.9041478,8.41494,160.5702,25.01,19-06-2021 16:07:11
-5.722119,-2.254012,29.78274,0.8872426,8.387498,151.0877,25.02,19-06-2021 16:07:11
-5.722109,-2.245187,29.77703,0.8837432,8.301157,141.8502,25.03,19-06-2021 16:07:11
-5.722272,-2.236233,29.77137,0.8975812,8.32112,144.6292,25.04,19-06-2021 16:07:11
-5.722659,-2.227161,29.7658,0.9080824,8.38272,149.2177,25.05,19-06-2021 16:07:11
-5.723266,-2.217963,29.76032,0.9218118,8.499117,154.9512,25.06,19-06-2021 16:07:11
-5.724155,-2.209192,29.75534,0.8797389,8.39232,144.6501,25.07,19-06-2021 16:07:11
-5.725203,-2.200673,29.75064,0.8598533,8.195368,133.5548,25.08,19-06-2021 16:07:11
-5.72636,-2.19196,29.7459,0.8813164,8.022551,125.8877,25.09,19-06-2021 16:07:11
-5.727647,-2.18315,29.7412,0.8917639,7.938524,129.6831,25.1,19-06-2021 16:07:11
-5.729087,-2.173989,29.7364,0.9282016,7.976465,137.4316,25.11,19-06-2021 16:07:11
-5.730772,-2.164865,29.7318,0.9259934,8.00359,141.8304,25.12,19-06-2021 16:07:11
-5.732483,-2.156282,29.72758,0.8739009,7.789009,132.3033,25.13,19-06-2021 16:07:11
-5.734031,-2.148036,29.72345,0.8413737,7.433897,117.4105,25.14,19-06-2021 16:07:11
-5.735637,-2.139779,29.71936,0.8441203,7.025515,108.5288,25.15,19-06-2021 16:07:11
-5.737429,-2.131634,29.71548,0.8376336,6.574203,102.4223,25.16,19-06-2021 16:07:11
