xPos,yPos,Distance,Velocity,Tilt Angle,Angular Velocity,Time,time stamp
-8.762831,-13.2541,39.73706,0.6592521,2.177537,71.33077,43.06,19-06-2021 16:07:29
-8.757585,-13.25078,39.73113,0.6208835,2.403222,76.81654,43.07,19-06-2021 16:07:29
-8.752398,-13.2477,39.72543,0.6036881,2.430191,77.73035,43.08,19-06-2021 16:07:29
-8.747168,-13.24474,39.71978,0.5990905,2.374958,68.24177,43.09,19-06-2021 16:07:29
-8.741858,-13.24184,39.71413,0.6052875,2.367446,53.90178,43.1,19-06-2021 16:07:29
-8.736376,-13.23903,39.70844,0.6155973,2.362895,45.77211,43.11,19-06-2021 16:07:29
-8.731255,-13.23637,39.70309,0.5781655,2.06488,54.02878,43.12,19-06-2021 16:07:29
-8.725615,-13.23347,39.69723,0.632877,1.991741,51.96523,43.13,19-06-2021 16:07:29
-8.719738,-13.2305,39.69116,0.6583358,1.993018,64.59979,43.14,19-06-2021 16:07:29
-8.71348,-13.22751,39.68483,0.6931768,2.284134,70.19472,43.15,19-06-2021 16:07:29
-8.707933,-13.22492,39.67926,0.6118387,2.281047,77.14958,43.16,19-06-2021 16:07:29
-8.702365,-13.2223,39.67366,0.6179934,2.330198,90.48605,43.17,19-06-2021 16:07:29
-8.69675,-13.21974,39.66807,0.617474,2.349604,102.9692,43.18,19-06-2021 16:07:29
-8.691452,-13.21745,39.6629,0.5781267,2.062699,108.3703,43.19,19-06-2021 16:07:29
-8.685781,-13.21505,39.65739,0.6153108,1.901457,91.84806,43.2,19-06-2021 16:07:29
-8.680006,-13.21258,39.65177,0.6277832,1.858148,83.96868,43.21,19-06-2021 16:07:29
-8.674217,-13.21022,39.64622,0.6253209,1.84695,92.33086,43.22,19-06-2021 16:07:30
-8.668496,-13.20814,39.64093,0.6086546,1.653511,102.8432,43.23,19-06-2021 16:07:30
-8.662639,-13.20617,39.63564,0.6157357,1.604253,96.59674,43.24,19-06-2021 16:07:30
-8.656785,-13.20435,39.63046,0.6159255,1.629188,85.09648,43.25,19-06-2021 16:07:30
-8.650966,-13.20265,39.6254,0.6069164,1.588562,97.44721,43.26,19-06-2021 16:07:30
-8.645034,-13.201,39.6203,0.6152747,1.549145,109.5259,43.27,19-06-2021 16:07:30
-8.639377,-13.19953,39.61552,0.5846366,1.42189,96.63893,43.28,19-06-2021 16:07:30
-8.633386,-13.19803,39.6105,0.6161512,1.549271,95.74557,43.29,19-06-2021 16:07:30
-8.627618,-13.19668,39.60574,0.5945821,1.644015,82.74917,43.3,19-06-2021 16:07:30
-8.622178,-13.19551,39.60132,0.5576271,1.440078,86.05378,43.31,19-06-2021 16:07:30
-8.616356,-13.19433,39.59666,0.5928293,1.295884,75.18118,43.32,19-06-2021 16:07:30
-8.610662,-13.19323,39.59214,0.5805924,1.016256,76.0824,43.33,19-06-2021 16:07:30
-8.604578,-13.19215,39.58738,0.6166912,0.8180492,85.68824,43.34,19-06-2021 16:07:30
-8.598757,-13.19124,39.58292,0.5893973,0.4361108,98.75889,43.35,19-06-2021 16:07:30
-8.592875,-13.19032,39.57841,0.5936326,0.1907741,94.8533,43.36,19-06-2021 16:07:30
-8.586806,-13.18946,39.57383,0.6162335,0.0656106,79.06105,43.37,19-06-2021 16:07:30
-8.580473,-13.18857,39.56906,0.6394854,0.1297215,73.66108,43.38,19-06-2021 16:07:30
-8.57443,-13.18769,39.56448,0.6121844,0.1083524,60.92207,43.39,19-06-2021 16:07:30
-8.568423,-13.18679,39.55991,0.6065978,0.220287,61.94252,43.4,19-06-2021 16:07:30
-8.562583,-13.18593,39.55548,0.5906991,0.2934199,73.05166,43.41,19-06-2021 16:07:30
-8.55687,-13.18517,39.5512,0.5773738,0.2853053,66.63284,43.42,19-06-2021 16:07:30
-8.550982,-13.18445,39.54685,0.5945822,0.3881583,54.84971,43.43,19-06-2021 16:07:30
-8.544909,-13.18386,39.54248,0.6072726,0.5124369,41.54883,43.44,19-06-2021 16:07:30
-8.539079,-13.18345,39.5384,0.5846724,0.6058724,27.98238,43.45,19-06-2021 16:07:30
-8.533109,-13.18311,39.53429,0.5984872,0.7306137,40.95954,43.46,19-06-2021 16:07:30
-8.527027,-13.18283,39.53015,0.6082999,1.045301,49.48253,43.47,19-06-2021 16:07:30
-8.521036,-13.18261,39.52611,0.5991316,1.441436,57.90047,43.48,19-06-2021 16:07:30
-8.515554,-13.18248,39.52247,0.5501509,1.520971,42.86176,43.49,19-06-2021 16:07:30
-8.509884,-13.18238,39.51873,0.5661969,1.646513,30.94958,43.5,19-06-2021 16:07:30
-8.504189,-13.18223,39.51494,0.5701849,1.646157,26.13672,43.51,19-06-2021 16:07:30
-8.498317,-13.18213,39.51107,0.5855343,1.679114,13.88594,43.52,19-06-2021 16:07:30
-8.492597,-13.18196,39.50726,0.5713221,1.627626,4.911894,43.53,19-06-2021 16:07:30
-8.48684,-13.18181,39.50343,0.5765658,1.622809,11.23804,43.54,19-06-2021 16:07:30
-8.481174,-13.18161,39.49961,0.5671405,1.570349,25.15935,43.55,19-06-2021 16:07:30
-8.475287,-13.18137,39.49564,0.5882828,1.578676,37.4249,43.56,19-06-2021 16:07:30
-8.469348,-13.18107,39.49158,0.592486,1.707659,37.36239,43.57,19-06-2021 16:07:30
-8.463535,-13.18073,39.48757,0.5860304,1.85224,48.49805,43.58,19-06-2021 16:07:30
-8.457579,-13.18038,39.48346,0.5960516,2.007499,63.21556,43.59,19-06-2021 16:07:30
-8.4516,-13.18003,39.47934,0.599499,2.236247,78.99687,43.6,19-06-2021 16:07:30
-8.445794,-13.1794,39.47512,0.5847173,2.375452,86.88218,43.61,19-06-2021 16:07:30
-8.440082,-13.17861,39.47083,0.5742882,2.288072,89.24517,43.62,19-06-2021 16:07:30
-8.434502,-13.17771,39.46655,0.5636933,1.967321,97.26899,43.63,19-06-2021 16:07:30
-8.428622,-13.17664,39.46194,0.5955448,1.745628,80.23639,43.64,19-06-2021 16:07:30
-8.422926,-13.17545,39.45735,0.5828199,1.532507,80.89326,43.65,19-06-2021 16:07:30
-8.417144,-13.17419,39.45266,0.5914961,1.483453,75.31628,43.66,19-06-2021 16:07:30
-8.411483,-13.1729,39.44804,0.5826411,1.398158,81.38667,43.67,19-06-2021 16:07:30
-8.405569,-13.17155,39.4432,0.6050603,1.521871,82.80129,43.68,19-06-2021 16:07:30
-8.400214,-13.17032,39.4388,0.5507715,1.309554,84.61003,43.69,19-06-2021 16:07:30
-8.394529,-13.16902,39.43415,0.5810089,1.145347,70.54508,43.7,19-06-2021 16:07:30
-8.38873,-13.16745,39.42921,0.6037147,1.164829,75.02739,43.71,19-06-2021 16:07:30
-8.38303,-13.16588,39.42434,0.5906586,1.071006,76.08239,43.72,19-06-2021 16:07:30
-8.377452,-13.16433,39.41956,0.5791667,0.7748073,81.05552,43.73,19-06-2021 16:07:30
-8.37143,-13.16264,39.41439,0.6218634,0.749649,74.90241,43.74,19-06-2021 16:07:30
-8.365876,-13.16102,39.40958,0.5797566,0.5716401,86.46407,43.75,19-06-2021 16:07:30
-8.360331,-13.15934,39.40472,0.5802082,0.3971285,100.1906,43.76,19-06-2021 16:07:30
-8.354674,-13.15748,39.39966,0.5942106,0.343781,90.33454,43.77,19-06-2021 16:07:30
-8.349237,-13.1556,39.39472,0.5776687,0.2517883,102.6407,43.78,19-06-2021 16:07:30
-8.343553,-13.15355,39.3895,0.5997849,0.311533,99.55043,43.79,19-06-2021 16:07:30
-8.338358,-13.1516,39.38466,0.5570402,0.1619255,97.01059,43.8,19-06-2021 16:07:30
-8.33281,-13.14944,39.37944,0.5941104,0.1297215,83.53232,43.81,19-06-2021 16:07:30
-8.327774,-13.14744,39.37467,0.5423956,-0.06255726,72.70854,43.82,19-06-2021 16:07:30
-8.32206,-13.14521,39.36929,0.6131126,0.1570175,74.45791,43.83,19-06-2021 16:07:30
-8.31671,-13.14324,39.36433,0.5716091,0.165511,62.54436,43.84,19-06-2021 16:07:30
-8.311432,-13.1413,39.35946,0.5637575,0,61.86345,43.85,19-06-2021 16:07:30
-8.305709,-13.13914,39.35412,0.6084765,0.08846933,61.95777,43.86,19-06-2021 16:07:30
-8.300334,-13.13715,39.34914,0.5750902,0.09278741,60.83162,43.87,19-06-2021 16:07:30
-8.294956,-13.13497,39.34401,0.5784823,0.1519511,61.73223,43.88,19-06-2021 16:07:30
-8.289518,-13.13251,39.33863,0.5984497,0.4005627,56.49035,43.89,19-06-2021 16:07:30
-8.284409,-13.12996,39.33339,0.5724351,0.5203939,65.19994,43.9,19-06-2021 16:07:30
-8.279359,-13.12709,39.32795,0.5785331,0.6923862,54.18438,43.91,19-06-2021 16:07:30
-8.274565,-13.12414,39.32261,0.5642945,0.7255072,44.78694,43.92,19-06-2021 16:07:30
-8.269831,-13.12119,39.3173,0.5582899,0.5595313,48.60203,43.93,19-06-2021 16:07:30
-8.264652,-13.118,39.31153,0.6064057,0.7074825,47.92567,43.94,19-06-2021 16:07:30
-8.259852,-13.11505,39.30619,0.5648742,0.5637122,47.19168,43.95,19-06-2021 16:07:30
-8.254752,-13.11206,39.30062,0.5893273,0.5990517,49.50996,43.96,19-06-2021 16:07:30
-8.249825,-13.10918,39.29525,0.5722787,0.4837596,47.11064,43.97,19-06-2021 16:07:30
-8.244713,-13.10616,39.28965,0.5919959,0.5657911,46.91299,43.98,19-06-2021 16:07:30
-8.239675,-13.10312,39.28408,0.5889043,0.7401926,53.81606,43.99,19-06-2021 16:07:30
-8.235042,-13.10021,39.27887,0.5483342,0.5865081,52.86029,44,19-06-2021 16:07:30
-8.230141,-13.09696,39.27324,0.586238,0.6173896,56.52319,44.01,19-06-2021 16:07:30
-8.225389,-13.09371,39.26769,0.5761187,0.6023093,69.32751,44.02,19-06-2021 16:07:30
-8.220436,-13.09019,39.26181,0.6054198,0.8481144,73.61926,44.03,19-06-2021 16:07:30
-8.215899,-13.08696,39.25642,0.5592483,0.8042993,69.44329,44.04,19-06-2021 16:07:30
-8.211081,-13.08353,39.2507,0.5889958,0.9503872,78.8157,44.05,19-06-2021 16:07:30
-8.206532,-13.08006,39.24512,0.5735413,1.007554,71.10776,44.06,19-06-2021 16:07:30
-8.201953,-13.07634,39.23933,0.5893254,1.14141,59.21335,44.07,19-06-2021 16:07:30
-8.19755,-13.07258,39.23361,0.5791103,1.219809,44.21142,44.08,19-06-2021 16:07:30
-8.193365,-13.06897,39.22816,0.5571025,1.120649,46.46537,44.09,19-06-2021 16:07:30
-8.188782,-13.06512,39.22227,0.5974978,1.127785,32.44596,44.1,19-06-2021 16:07:30
-8.184486,-13.06155,39.21677,0.5586267,0.8170919,44.14606,44.11,19-06-2021 16:07:30
-8.179852,-13.05777,39.2109,0.595976,0.7818466,31.30257,44.12,19-06-2021 16:07:30
-8.175296,-13.05406,39.20512,0.5895858,0.758472,43.52347,44.13,19-06-2021 16:07:30
-8.17076,-13.05035,39.19937,0.5841316,0.7697397,46.72655,44.14,19-06-2021 16:07:30
-8.166321,-13.04666,39.19369,0.5794608,0.7753122,46.55072,44.15,19-06-2021 16:07:30
-8.161852,-13.04284,39.1879,0.5861481,0.783097,33.80867,44.16,19-06-2021 16:07:30
-8.157622,-13.03914,39.18234,0.5639507,0.563365,41.65116,44.17,19-06-2021 16:07:30
-8.152999,-13.03502,39.17622,0.6171453,0.6685182,35.93999,44.18,19-06-2021 16:07:30
-8.14872,-13.03115,39.1705,0.5783444,0.651921,46.65578,44.19,19-06-2021 16:07:30
-8.144375,-13.02717,39.16466,0.5872804,0.8084246,49.00809,44.2,19-06-2021 16:07:30
-8.140069,-13.02317,39.15882,0.5896139,1.11452,51.36696,44.21,19-06-2021 16:07:30
-8.135996,-13.01931,39.15326,0.5626091,1.172197,42.66881,44.22,19-06-2021 16:07:31
-8.13201,-13.01547,39.14775,0.5520906,1.17869,29.65277,44.23,19-06-2021 16:07:31
-8.127912,-13.01145,39.14204,0.5750416,1.288464,19.6515,44.24,19-06-2021 16:07:31
-8.123894,-13.00753,39.13645,0.5612693,1.337937,6.380516,44.25,19-06-2021 16:07:31
-8.11991,-13.00362,39.13089,0.5586911,1.342172,6.628934,44.26,19-06-2021 16:07:31
-8.115785,-12.99963,39.12519,0.5753427,1.375439,3.554124,44.27,19-06-2021 16:07:31
-8.111752,-12.99575,39.11963,0.5597227,1.19861,18.46171,44.28,19-06-2021 16:07:31
-8.107371,-12.99157,39.11361,0.6048483,1.16634,15.24178,44.29,19-06-2021 16:07:31
-8.103163,-12.98755,39.10783,0.581569,1.055362,11.15659,44.3,19-06-2021 16:07:31
-8.098711,-12.9833,39.10171,0.6158744,1.136772,9.70203,44.31,19-06-2021 16:07:31
-8.094445,-12.97923,39.09585,0.589658,1.125527,18.60013,44.32,19-06-2021 16:07:31
-8.090075,-12.97508,39.08987,0.6024098,1.318192,27.109,44.33,19-06-2021 16:07:31
-8.085566,-12.97082,39.08371,0.6209518,1.580287,40.80728,44.34,19-06-2021 16:07:31
-8.081332,-12.96686,39.07795,0.5811113,1.596181,36.04158,44.35,19-06-2021 16:07:31
-8.076934,-12.96279,39.07201,0.5982592,1.663658,23.7236,44.36,19-06-2021 16:07:31
-8.072743,-12.95898,39.06639,0.5664495,1.461123,31.57512,44.37,19-06-2021 16:07:31
-8.068252,-12.95497,39.06043,0.600379,1.471932,19.80394,44.38,19-06-2021 16:07:31
-8.063843,-12.95108,39.05462,0.5899609,1.477108,33.2868,44.39,19-06-2021 16:07:31
-8.059213,-12.94706,39.04857,0.6135954,1.585356,43.35478,44.4,19-06-2021 16:07:31
-8.05446,-12.943,39.0424,0.6241525,1.824348,52.03817,44.41,19-06-2021 16:07:31
-8.050137,-12.93935,39.03683,0.5678018,1.704562,45.27992,44.42,19-06-2021 16:07:31
-8.04547,-12.93542,39.03082,0.6088805,1.711436,29.56889,44.43,19-06-2021 16:07:31
-8.040887,-12.93163,39.02497,0.5931121,1.596549,40.54022,44.44,19-06-2021 16:07:31
-8.036154,-12.92777,39.01898,0.6122308,1.625099,29.9603,44.45,19-06-2021 16:07:31
-8.031415,-12.92395,39.013,0.6073865,1.610462,15.75469,44.46,19-06-2021 16:07:31
-8.026682,-12.92015,39.00705,0.6068441,1.603399,2.876902,44.47,19-06-2021 16:07:31
-8.022174,-12.91652,39.00138,0.5792049,1.333102,27.9347,44.48,19-06-2021 16:07:31
-8.017186,-12.91248,38.99508,0.6397744,1.41347,9.473162,44.49,19-06-2021 16:07:31
-8.012544,-12.90872,38.98922,0.5983123,1.367878,16.50165,44.5,19-06-2021 16:07:31
-8.007838,-12.90491,38.98327,0.6069954,1.297997,10.86541,44.51,19-06-2021 16:07:31
-8.003026,-12.901,38.97719,0.6176405,1.318934,14.57959,44.52,19-06-2021 16:07:31
-7.998299,-12.89719,38.97123,0.6088391,1.223973,16.6262,44.53,19-06-2021 16:07:31
-7.993459,-12.89331,38.96515,0.6171003,1.153009,13.57499,44.54,19-06-2021 16:07:31
-7.988659,-12.88949,38.95914,0.6145932,1.141239,10.95567,44.55,19-06-2021 16:07:31
-7.983712,-12.88558,38.95296,0.6311582,1.239858,20.97261,44.56,19-06-2021 16:07:31
-7.97898,-12.88187,38.94709,0.6019009,1.073014,26.38824,44.57,19-06-2021 16:07:31
-7.974064,-12.87805,38.941,0.6202614,0.9851648,12.84792,44.58,19-06-2021 16:07:31
-7.969229,-12.8743,38.93502,0.6139633,0.7932757,22.78463,44.59,19-06-2021 16:07:31
-7.964148,-12.87037,38.92875,0.6375263,0.7800927,6.848596,44.6,19-06-2021 16:07:31
-7.95932,-12.86665,38.9228,0.6129251,0.6055493,22.01881,44.61,19-06-2021 16:07:31
-7.954055,-12.86259,38.91631,0.6629692,0.7257769,16.15282,44.62,19-06-2021 16:07:31
-7.949479,-12.85906,38.91067,0.5792601,0.414487,33.71158,44.63,19-06-2021 16:07:31
-7.944441,-12.85518,38.90446,0.6344155,0.4343124,9.912692,44.64,19-06-2021 16:07:31
-7.939638,-12.85149,38.89854,0.6069425,0.2818553,22.1434,44.65,19-06-2021 16:07:31
-7.93484,-12.84781,38.89265,0.604389,0.01978234,33.69684,44.66,19-06-2021 16:07:31
-7.929806,-12.84397,38.88647,0.632678,-0.05934703,29.96067,44.67,19-06-2021 16:07:31
-7.924854,-12.84023,38.88042,0.6200461,-0.1101434,26.08696,44.68,19-06-2021 16:07:31
-7.919879,-12.83651,38.87439,0.6231136,-0.01978234,20.10865,44.69,19-06-2021 16:07:31
-7.914937,-12.83286,38.86842,0.6146891,-0.04423466,17.51755,44.7,19-06-2021 16:07:31
-7.90995,-12.82923,38.86243,0.6161981,-0.1493534,24.74621,44.71,19-06-2021 16:07:31
-7.904802,-12.82551,38.85627,0.6335955,-0.04845664,25.22376,44.72,19-06-2021 16:07:31
-7.899869,-12.82197,38.8504,0.6077932,-0.1153499,30.16693,44.73,19-06-2021 16:07:31
-7.894566,-12.81819,38.8441,0.6504718,0.1203313,37.74313,44.74,19-06-2021 16:07:31
-7.889543,-12.81465,38.83816,0.6158743,0.2462884,43.81752,44.75,19-06-2021 16:07:31
-7.88472,-12.81129,38.83249,0.5881898,0.1769387,48.4964,44.76,19-06-2021 16:07:31
-7.879433,-12.80766,38.82632,0.6393214,0.4224361,53.38539,44.77,19-06-2021 16:07:31
-7.87436,-12.80427,38.82047,0.612827,0.6708556,63.7766,44.78,19-06-2021 16:07:31
-7.869293,-12.80105,38.81474,0.6006141,0.8201992,74.22868,44.79,19-06-2021 16:07:31
-7.864133,-12.79787,38.809,0.6052062,0.917919,83.30961,44.8,19-06-2021 16:07:31
-7.858967,-12.79481,38.80333,0.6016956,0.9587917,76.83225,44.81,19-06-2021 16:07:31
-7.853801,-12.79183,38.79774,0.5971964,0.8446465,77.88682,44.82,19-06-2021 16:07:31
-7.848343,-12.78876,38.79188,0.6251187,0.828271,65.67797,44.83,19-06-2021 16:07:31
-7.843028,-12.78583,38.78623,0.6045943,0.7311491,52.64806,44.84,19-06-2021 16:07:31
-7.8374,-12.78282,38.78032,0.6394026,0.7957386,39.63355,44.85,19-06-2021 16:07:31
-7.832199,-12.78008,38.77488,0.5857208,0.5609285,40.43087,44.86,19-06-2021 16:07:31
-7.826528,-12.77711,38.76897,0.6388077,0.6693957,34.89064,44.87,19-06-2021 16:07:31
-7.821285,-12.77441,38.76353,0.5918604,0.4760123,39.70172,44.88,19-06-2021 16:07:31
-7.815578,-12.77147,38.75762,0.6415231,0.4502396,21.07437,44.89,19-06-2021 16:07:31
-7.810187,-12.76869,38.75204,0.6034011,0.2176059,24.72456,44.9,19-06-2021 16:07:31
-7.804603,-12.76583,38.74626,0.6281869,0.09691329,12.49205,44.91,19-06-2021 16:07:31
-7.799063,-12.76299,38.74054,0.6219432,-0.04845664,21.11616,44.92,19-06-2021 16:07:31
-7.793523,-12.76015,38.73481,0.6217528,-0.03426402,15.35312,44.93,19-06-2021 16:07:31
-7.788013,-12.75731,38.7291,0.6213124,0.01978234,26.48566,44.94,19-06-2021 16:07:31
-7.782557,-12.75449,38.72344,0.6124299,0,40.66346,44.95,19-06-2021 16:07:31
-7.777113,-12.75164,38.71776,0.6140237,0.09891172,46.6611,44.96,19-06-2021 16:07:31
-7.771627,-12.74872,38.71201,0.6215856,0.2973941,55.92873,44.97,19-06-2021 16:07:31
-7.766292,-12.74584,38.70638,0.6061919,0.4238235,43.39813,44.98,19-06-2021 16:07:31
-7.761206,-12.743,38.70095,0.5841287,0.3732531,45.12658,44.99,19-06-2021 16:07:31
-7.756039,-12.74,38.69534,0.5961642,0.3280534,57.76017,45,19-06-2021 16:07:31
-7.750916,-12.73694,38.68971,0.5959032,0.2306999,68.13528,45.01,19-06-2021 16:07:31
-7.745953,-12.73389,38.68419,0.5822874,0.05233916,62.56084,45.02,19-06-2021 16:07:31
-7.740961,-12.73072,38.67855,0.5923707,-0.1370561,55.4619,45.03,19-06-2021 16:07:31
-7.735861,-12.72742,38.67276,0.608007,-0.2055842,43.00271,45.04,19-06-2021 16:07:31
-7.730894,-12.72416,38.66708,0.5936861,-0.393167,37.91691,45.05,19-06-2021 16:07:31
-7.725773,-12.72076,38.66119,0.6153691,-0.3846134,27.03826,45.06,19-06-2021 16:07:31
-7.720655,-12.71732,38.65527,0.6174369,-0.1968319,32.71816,45.07,19-06-2021 16:07:31
-7.715828,-12.71403,38.64965,0.5863644,-0.25101,28.77386,45.08,19-06-2021 16:07:31
-7.71061,-12.71048,38.64359,0.6286435,-0.03956468,35.43018,45.09,19-06-2021 16:07:31
-7.70574,-12.70714,38.63791,0.5918643,0.0656106,41.0117,45.1,19-06-2021 16:07:31
-7.701017,-12.70387,38.63237,0.5738134,0.01978234,33.87183,45.11,19-06-2021 16:07:31
-7.69603,-12.70039,38.62651,0.6081494,0.1690205,29.34731,45.12,19-06-2021 16:07:31
-7.69138,-12.69709,38.62099,0.5715405,0.02797646,29.7556,45.13,19-06-2021 16:07:31
-7.686378,-12.69349,38.61503,0.6140989,0.174713,29.97326,45.14,19-06-2021 16:07:31
-7.681629,-12.69003,38.60933,0.5897178,0.1582588,20.96368,45.15,19-06-2021 16:07:31
-7.676658,-12.68637,38.60335,0.6146663,0.3599087,30.44514,45.16,19-06-2021 16:07:31
-7.671968,-12.68289,38.59767,0.5875959,0.354982,21.71072,45.17,19-06-2021 16:07:31
-7.667118,-12.67928,38.59179,0.6025224,0.3615361,15.11981,45.18,19-06-2021 16:07:31
-7.662431,-12.67576,38.58609,0.5856412,0.3134116,3.555888,45.19,19-06-2021 16:07:31
-7.657634,-12.67215,38.58025,0.60251,0.386643,11.43552,45.2,19-06-2021 16:07:31
-7.652775,-12.66851,38.57434,0.610037,0.5109072,24.36743,45.21,19-06-2021 16:07:31
-7.647789,-12.66479,38.56829,0.6212149,0.6714388,36.50378,45.22,19-06-2021 16:07:32
-7.642929,-12.66121,38.56244,0.6035508,0.7470343,34.15535,45.23,19-06-2021 16:07:32
-7.638173,-12.65777,38.55675,0.5859568,0.6982958,42.39953,45.24,19-06-2021 16:07:32
-7.633272,-12.65434,38.55098,0.5996826,0.6988559,55.96394,45.25,19-06-2021 16:07:32
-7.628253,-12.6509,38.54513,0.6078622,0.7346201,43.08576,45.26,19-06-2021 16:07:32
-7.623163,-12.64751,38.53927,0.6098785,0.9185583,46.14875,45.27,19-06-2021 16:07:32
-7.61831,-12.64437,38.53375,0.5823156,0.9234449,45.63897,45.28,19-06-2021 16:07:32
-7.613447,-12.64128,38.52827,0.5748825,0.6918207,50.80267,45.29,19-06-2021 16:07:32
-7.60819,-12.63799,38.52238,0.6187447,0.690405,37.89926,45.3,19-06-2021 16:07:32
-7.603205,-12.63492,38.51683,0.5853716,0.5699261,52.31578,45.31,19-06-2021 16:07:32
-7.597965,-12.63172,38.51102,0.6143529,0.5560232,37.83986,45.32,19-06-2021 16:07:32
-7.592802,-12.62857,38.5053,0.6040832,0.6097356,33.60878,45.33,19-06-2021 16:07:32
-7.587774,-12.62554,38.49975,0.5882806,0.6255757,20.37234,45.34,19-06-2021 16:07:32
-7.582767,-12.62254,38.49425,0.5827743,0.6202354,7.168127,45.35,19-06-2021 16:07:32
-7.577797,-12.61958,38.4888,0.5777789,0.5464389,18.17746,45.36,19-06-2021 16:07:32
-7.572657,-12.61654,38.48317,0.5992037,0.5753932,5.377462,45.37,19-06-2021 16:07:32
-7.567504,-12.61349,38.47754,0.5978414,0.5924829,8.402897,45.38,19-06-2021 16:07:32
-7.562626,-12.6106,38.4722,0.5674587,0.3466151,27.09547,45.39,19-06-2021 16:07:32
-7.557445,-12.60752,38.46652,0.6001084,0.2748253,7.787387,45.4,19-06-2021 16:07:32
-7.552274,-12.60442,38.46083,0.6055873,0.3488659,7.142879,45.41,19-06-2021 16:07:32
-7.547199,-12.60136,38.45524,0.5926917,0.3615361,16.09988,45.42,19-06-2021 16:07:32
-7.542054,-12.59827,38.44957,0.6007087,0.4010509,29.40843,45.43,19-06-2021 16:07:32
-7.536882,-12.59517,38.44389,0.6014727,0.5517841,32.19585,45.44,19-06-2021 16:07:32
-7.531716,-12.59212,38.43824,0.6030055,0.8149337,43.62866,45.45,19-06-2021 16:07:32
-7.526611,-12.58917,38.43272,0.5888343,0.9634743,50.00636,45.46,19-06-2021 16:07:32
-7.521435,-12.58628,38.42719,0.5958328,1.116801,46.41976,45.47,19-06-2021 16:07:32
-7.516157,-12.58342,38.42162,0.5979912,1.184982,34.92252,45.48,19-06-2021 16:07:32
-7.510998,-12.58072,38.41625,0.582499,1.056659,37.54524,45.49,19-06-2021 16:07:32
-7.505374,-12.57782,38.41043,0.6316826,1.179022,41.09092,45.5,19-06-2021 16:07:32
-7.49973,-12.57498,38.40464,0.6329616,1.313284,53.41901,45.51,19-06-2021 16:07:32
-7.494067,-12.57224,38.39892,0.6285272,1.501287,60.21926,45.52,19-06-2021 16:07:32
-7.48865,-12.56982,38.3936,0.5943595,1.380835,58.75873,45.53,19-06-2021 16:07:32
-7.483056,-12.5673,38.38808,0.6124377,1.305962,43.9119,45.54,19-06-2021 16:07:32
-7.477496,-12.56475,38.38258,0.6115516,1.281764,35.02399,45.55,19-06-2021 16:07:32
-7.471836,-12.56215,38.37696,0.6225921,1.31522,44.83,45.56,19-06-2021 16:07:32
-7.466329,-12.55966,38.37154,0.6037692,1.19009,55.19572,45.57,19-06-2021 16:07:32
-7.460634,-12.55713,38.36595,0.6227571,1.288919,54.38006,45.58,19-06-2021 16:07:32
-7.455109,-12.55474,38.3606,0.6035131,1.312539,45.24851,45.59,19-06-2021 16:07:32
-7.449292,-12.55232,38.35502,0.6309384,1.492659,38.04453,45.6,19-06-2021 16:07:32
-7.443885,-12.55014,38.3499,0.5817914,1.489246,19.59162,45.61,19-06-2021 16:07:32
-7.438308,-12.54789,38.34461,0.6008816,1.558465,9.639123,45.62,19-06-2021 16:07:32
-7.432702,-12.54562,38.33928,0.604852,1.639008,10.29426,45.63,19-06-2021 16:07:32
-7.427341,-12.54341,38.33416,0.5800548,1.526109,12.08065,45.64,19-06-2021 16:07:32
-7.421957,-12.54113,38.32898,0.5849013,1.257566,28.41682,45.65,19-06-2021 16:07:32
-7.416283,-12.53869,38.32348,0.6147104,1.218365,3.704576,45.66,19-06-2021 16:07:32
-7.410807,-12.5363,38.31815,0.6000003,1.165501,16.28747,45.67,19-06-2021 16:07:32
-7.405187,-12.53383,38.31266,0.6136075,1.142267,28.55916,45.68,19-06-2021 16:07:32
-7.39951,-12.53131,38.30711,0.6204146,1.228282,35.26759,45.69,19-06-2021 16:07:32
-7.393997,-12.52883,38.30169,0.6044939,1.266714,21.49411,45.7,19-06-2021 16:07:32
-7.388491,-12.52631,38.29623,0.607452,1.232894,26.30323,45.71,19-06-2021 16:07:32
-7.382814,-12.52368,38.29059,0.6237509,1.235114,38.36786,45.72,19-06-2021 16:07:32
-7.377384,-12.52112,38.28516,0.5978852,1.126222,28.14894,45.73,19-06-2021 16:07:32
-7.371891,-12.51848,38.27962,0.6112286,1.000342,31.30342,45.74,19-06-2021 16:07:32
-7.366372,-12.51578,38.27403,0.6121302,0.8287433,44.9305,45.75,19-06-2021 16:07:32
-7.360683,-12.51296,38.26823,0.6332783,0.8393012,36.59953,45.76,19-06-2021 16:07:32
-7.355197,-12.5102,38.26262,0.6154639,0.8089085,48.90542,45.77,19-06-2021 16:07:32
-7.349579,-12.50733,38.25682,0.6287588,0.9667184,51.87068,45.78,19-06-2021 16:07:32
-7.344416,-12.50464,38.25146,0.5845357,0.828271,51.87165,45.79,19-06-2021 16:07:32
-7.33912,-12.50181,38.24591,0.599467,0.7091401,64.09911,45.8,19-06-2021 16:07:32
-7.333682,-12.49884,38.24015,0.6178821,0.7981939,61.84813,45.81,19-06-2021 16:07:32
-7.328528,-12.49595,38.23465,0.5934984,0.7287365,58.51094,45.82,19-06-2021 16:07:32
